Event	ID	Name			Wwise Object Path	Notes
	35644029	ganonDying			\Default Work Unit\ganonDying	
	206026834	jumpSFX			\Default Work Unit\jumpSFX	
	572351903	wizardsFoot			\Default Work Unit\wizardsFoot	
	803904150	memeExplosion			\Default Work Unit\memeExplosion	
	1082971067	lightHitSFX			\Default Work Unit\lightHitSFX	
	1127055252	spawnVoice			\Default Work Unit\spawnVoice	
	1260616606	heavyHitsVoice			\Default Work Unit\heavyHitsVoice	
	1506146985	lightHitsVoice			\Default Work Unit\lightHitsVoice	
	1588138976	heavySwordHit			\Default Work Unit\heavySwordHit	
	1636956486	ganonScreamingWarlockPunch			\Default Work Unit\ganonScreamingWarlockPunch	
	1663150478	SwordBeamSound			\Default Work Unit\SwordBeamSound	
	1726558475	thunderPunch			\Default Work Unit\thunderPunch	
	1752481894	grabStartSFX			\Default Work Unit\grabStartSFX	
	1800641154	Spawning			\Default Work Unit\Spawning	
	1907770022	swingEffect			\Default Work Unit\swingEffect	
	2152942206	stopLoopingSwingSound			\Default Work Unit\stopLoopingSwingSound	
	2184839552	fullyChargedSword			\Default Work Unit\fullyChargedSword	
	2241524948	Attack8DoriyaNormal			\Default Work Unit\Attack8DoriyaNormal	
	2320755133	hardHitsSFX			\Default Work Unit\hardHitsSFX	
	2337929022	superHitsVoice			\Default Work Unit\superHitsVoice	
	2501655105	warlockPunchSFX			\Default Work Unit\warlockPunchSFX	
	2566988422	swingSFX			\Default Work Unit\swingSFX	
	2785723162	warlockPunchVoice			\Default Work Unit\warlockPunchVoice	
	2837319454	flameChokeSFXEnd			\Default Work Unit\flameChokeSFXEnd	
	3013065368	swordHitSound			\Default Work Unit\swordHitSound	
	3169574177	Attack8Doriya			\Default Work Unit\Attack8Doriya	
	3308368998	loopingSwingSound			\Default Work Unit\loopingSwingSound	
	3654510015	grabSounds			\Default Work Unit\grabSounds	
	3692475780	infernoKickStart			\Default Work Unit\infernoKickStart	
	3798764932	darkDive1			\Default Work Unit\darkDive1	
	3798764935	darkDive2			\Default Work Unit\darkDive2	
	3998838023	randomSwingSound			\Default Work Unit\randomSwingSound	
	4164963883	wizardsFootVoice			\Default Work Unit\wizardsFootVoice	
	4208541365	startChargingSword			\Default Work Unit\startChargingSword	

Game Parameter	ID	Name			Wwise Object Path	Notes
	2368158596	Volume_GanonSFX			\Default Work Unit\Volume_GanonSFX	
	3055636435	Volume_GanonVoice			\Default Work Unit\Volume_GanonVoice	
	3673881719	Volume_SFX			\Default Work Unit\Volume_SFX	
	3695994288	Volume_Master			\Default Work Unit\Volume_Master	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	192655854	se_ganon_swing_l	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_ganon_swing_l_D50A8F13.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\swingEffect\se_ganon_swing_l		5955
	201885146	se_common_heavy_hit_s	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_common_heavy_hit_s_D50A8F13.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\lightHitSFX\se_common_heavy_hit_s		6202
	221753928	warlockAttack1	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\warlockAttack1_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\warlockPunchVoice\warlockAttack1		13263
	228947753	hardAttack1	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_ganon_special_N01_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\warlockPunchSFX\hardAttack1		12753
	231505070	wizardFootSE1	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_ganon_special_L01_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\wizard'sFoot\wizardFootSE1		9416
	256440505	ganonScreamingWarlockPunch	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\5_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\ganonScreamingWarlockPunch		21057
	278160410	flameChokeV	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\vc_ganon_special_S01_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\lightHitsVoice\flameChokeV		3739
	283584535	tauntPunchThunder2	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\tauntPunchThunder2_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\lightHitSFX\tauntPunchThunder2		7252
	299597539	darkDiveSFX	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_ganon_special_H02_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\grabStartSFX\darkDiveSFX		5698
	317951425	se_common_sword_hit_m	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_common_sword_hit_m_D50A8F13.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\swordHitSound\se_common_sword_hit_m		12798
	339396881	attack1sfx	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\attack1sfx_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\lightHitSFX\attack1sfx		5288
	354636792	se_link_final02	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_link_final02_D50A8F13.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\se_link_final02		6927
	358226801	se_common_swing_06	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_common_swing_06_D50A8F13.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\randomSwingSound\se_common_swing_06		3020
	363834807	se_common_kick_hit_l	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_common_kick_hit_l_D50A8F13.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\hardHitsSFX\se_common_kick_hit_l		18436
	386065270	se_common_sword_hit_s	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_common_sword_hit_s_D50A8F13.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\swordHitSound\se_common_sword_hit_s		11131
	400381884	attack6	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\attack6_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\superHardHits\attack6		5187
	418447717	vc_ganon_win03	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\vc_ganon_win03_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\spawnRandomVoice\vc_ganon_win03		19727
	541742107	attack1	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\attack1_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\heavyHitsVoice\attack1		4435
	576921918	tauntSpin	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\tauntSpin_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\tauntSpin		4763
	589921182	vc_ganon_appeal_S01	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\vc_ganon_appeal_S01_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\spawnRandomVoice\vc_ganon_appeal_S01		4876
	598505434	flameChokeSFXend	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_ganon_special_S01_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\flameChokeSFXend		9371
	598621185	infernoKickStart	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\vc_ganon_attackhard_Chunk0_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\infernoKickStart		8288
	599507457	se_common_swing_01	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_common_swing_01_D50A8F13.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\randomSwingSound\se_common_swing_01		2734
	632191689	warlockAttack2	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\warlockAttack2_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\warlockPunchVoice\warlockAttack2		16465
	637531951	jump2	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\jump2_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\jumpSFX\jump2		5872
	642989671	wizardFoot1	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\wizardFoot1_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\wizard'sFootVoice\wizardFoot1		6039
	657109559	infernoKickEnd	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\vc_ganon_attackhard_Chunk1_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\superHardHits\infernoKickEnd		5864
	676595524	tauntPunch	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\tauntPunch_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\lightHitSFX\tauntPunch		2301
	678504018	flameChokeSFXGrabbed	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_ganon_special_S03_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\GrabSounds\flameChokeSFXGrabbed		6064
	686060726	attack4	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\attack4_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\lightHitsVoice\attack4		3698
	709693100	se_ganon_swing_m	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_ganon_swing_m_D50A8F13.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\swingEffect\se_ganon_swing_m		4987
	725642921	memeExplosion	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\memeExplosion_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\memeExplosion		42045
	758614773	ganonDying	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\vc_ganon_damage_twinkle_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\ganonDying		21834
	773765328	attack7	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\attack7_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\wizard'sFootVoice\attack7		6059
	778499621	darkDive1	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\vc_ganon_special_H01_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\darkDive1		4016
	795453842	attack8doriya	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\attack8doriya_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\heavyHitsVoice\attack8doriya		7732
	820779463	flameChokeSFXstart	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_ganon_special_S02_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\grabStartSFX\flameChokeSFXstart		7196
	845274911	attack2	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\attack2_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\lightHitsVoice\attack2		3594
	848635819	attack5	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\attack5_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\heavyHitsVoice\attack5		5760
	883056146	wizardFoot2	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\wizardFoot2_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\wizard'sFootVoice\wizardFoot2		5757
	894538127	attack3	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\attack3_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\lightHitsVoice\attack3		3406
	908098882	Spawning	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\Spawning_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\Spawning		15173
	917982720	hardAttack2	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_ganon_special_N02_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\warlockPunchSFX\hardAttack2		10588
	935046226	FullyCharged	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_common_spirits_critical_l_tail_D50A8F13.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\FullyCharged		11339
	940551938	tauntPunchThunder	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\tauntPunchThunder_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\lightHitSFX\tauntPunchThunder		8654
	952104188	se_ganon_swing_s	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_ganon_swing_s_D50A8F13.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\swingEffect\se_ganon_swing_s		4763
	967842496	se_common_swing_05	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_common_swing_05_D50A8F13.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\randomSwingSound\se_common_swing_05		2622
	968540380	darkDiveSFXGrabbed	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_ganon_special_H03_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\GrabSounds\darkDiveSFXGrabbed		3067
	979131513	se_common_swing_02	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_common_swing_02_D50A8F13.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\randomSwingSound\se_common_swing_02		1829
	991576287	se_common_kick_hit_m	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_common_kick_hit_m_D50A8F13.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\hardHitsSFX\se_common_kick_hit_m		8552
	992791196	swordHardHitSFX	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\se_common_sword_hit_l_D50A8F13.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\swordHardHitSFX		15734
	1011183107	jump1	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\jump1_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\jumpSFX\jump1		3230
	1012284010	attack2sfx	F:\coding\Ror2Ganon\ganonror2\.cache\Windows\SFX\attack2sfx_27181423.wem		\Actor-Mixer Hierarchy\Default Work Unit\MasterMixer\SFX Mixxer\BasicVoiceSounds\hardHitsSFX\attack2sfx		17614

